en,pt
in the 1970s,na década de 70
Lobito,Lobito
Delays that could impact on oil production.,Atrasos que possam impactar a produção de petróleo
To develop deepsea oil finds,Para desenvolver descobertas de petróleo em alto mar
" gas lift, electrical submersible pump, hydraulic jet pump, progressing cavity pump, multiphase pump and subsea separation system.","Elevador de gás, bomba submersível elétrica, bomba de jato hidráulico, bomba de cavidade progressiva, bomba multifásica e sistema de separação submarino."
May 2018,Maio 2018
"30,000 bopd","30,000 bopd"
a column generation based heuristic algorithm,Um algoritmo de heurística baseada em geração de colunas
The species Laryngosigma lactea and Pyrgo oblonga.,A espécie Laryngosigma lactea e Pyrgo oblonga.
evaluate this technology,validar a tecnologia
Free-ranging manatees,Peixes-boi selvagens
Costa Norte,Costa Norte
In the Petrobras Aracaju site,No terreno da Petrobras Aracaju
Is a Brazilian national marine park and a reserve in the South Equatorial Atlantic,É um parque marinho nacional brasileiro e uma reserva no Atlântico Sul Equatorial
The maximum penetration of Cherne II is 110 m,A penetração máxima da Cherne II são 110 m
"A generally good agreement was observed between numerical simulations and experimental results, reassuring the reliability of the numerical code.","De modo geral, uma boa concordância foi observada entre as simulações numéricas e os resultados experimentais, garantindo a confiabilidade do código numérico"
At the Albacora Laste field in Campos basin.,"No campo de Albacora Laste, na bacia de Campos."
" Campos Basin, significant benefits of the technology used and its potential developments to High Pressure & High Temperature applications"," Campos Basin, beneficios de desenvolvimento em alta pressão e alta temperatura"
1.6 million bbl of oil,"1,6 milhão de bbl de óleo"
An Quaternary research that has implications for current climate debates.,Uma Pesquisa quaternária contendo implicações para os atuais debates climáticos.
"Tronic, Reda, Pirelli, Lasalle, Sade-Vigesa and Cooper","Tronic, Reda, Pirelli, Lasalle, Sade-Vigesa and Cooper"
Campos basin,Bacia de Campos
Generally good.,"Em média, bom."
"the torpedo anchor obtains the kinetic energy required for penetration by free-falling through the water. It then uses that energy to penetrate into the seabed, thereby completing its installation.","a âncora de torpedo obtém a energia cinética necessária para a penetração em queda livre através da água. Em seguida, ele usa essa energia para penetrar no fundo do mar, concluindo assim sua instalação."
"In the basins of Santos, Campos, and Espiritu Santo.","Se concentram nas bacias de Santos, Campos e do Espirito Santo."
Guarantee the coexistence of natural biota and human activities.,Garantir a coexistência da vida marinha junto com as atividades humanas.
The forgetting of a gauge in the pipeline during surveillance and cleaning on one of the site's subsea production flow lines. ,O esquecimento de um medidor no duto durante a inspeção e limpeza em uma das linhas de fluxo de produção submarina do local.
Ranging from 500 to 2000 m.,Variando de 500 a 2000m
The Tavares river has a higher concentration than the Quiririm-Puruba river. ,O rio Tavares apresentou maior concentração do que o rio Quiririm-Puruba.
To protect against the effects of UV radiation.,Para proteger dos efeitos da radiação UV.
During the summer.,No verão.
Gas will be sent from the vessel to an onshore gas grid.,O gás será enviado do navio para uma rede de gás em terra. 
Because drilling operations in salt zones have gained importance in Brazil due to the discovery of large oil and gas reserves in the Pre-Salt area.,Porque as operações de perfuração em zonas de sal ganharam importância no Brasil devido à descoberta de grandes reservas de óleo e gás na área do Pré-Sal.
Atlantic-type basin,Bacia do tipo atlântico 
1994,1994
"Tug Supply vessels,Remotely Operated Vehicle ,refueling units to specialized units responsible for oil well stimulation and seismic studies, diving vessels, ROV vessels, oil spill response vessels and anchor handling tug vessels.","Embarcações de abastecimento de rebocadores, veículos operados remotamente, unidades de reabastecimento para unidades especializadas responsáveis ​​pela estimulação de poços de petróleo e estudos sísmicos, embarcações de mergulho, embarcações de ROV, embarcações de resposta a derramamento de óleo e rebocadores de manuseio de âncoras."
Taut-leg.,Taut-leg.
The recognized associations indicated ages between the Cretaceous and the Neogene,As associações indicadaram idades entre o Cretácio e o Neogeno
The simulations showed that though the diversion channel did not significantly influence the hydrodynamics of the bay,As simulações mostraram que o canal de desvio não influenciou significativamente a hidrodinâmica da baía.
"Oil spills have been causing water contamination in Brazil. In order to emphasize Petrobras' commitment in maintaining and preserving the environment, the company constructed the Petrobras' Operation Center.","Derramamento de óleo tem causado contaminação de água no Brasil. Para enfatizar o compromisso da Petrobras em manter e preservar o meio ambiente, a empresa construi o Centro de Operações da Petrobras"
At the end of 2004. ,No final do ano de 2004.
By flaring.,Por queima.
"has undergone small and significant transformations over the past 28 years (1985-2013). There was an increase of 3% (7.17 km²) in 2013 compared to 1985, these transformations consisted of a 55% gain in mangrove area","Sofreu pequenas e significantes transformações, nos ultimos 28 anos. Houve um aumento de 3%, comparando 2013 com 1985"
1.98 million boe/day ,"1,98 milhão de boe / dia em janeiro de 2004"
"Brazil, Chile, Colombia, Argentina","Brasil, Chile, Colômbia, Argentina"
40 million cubic meters a day,40 milhões de metros cúbicos por dia
Electrical Submersible Pumps.,Bombas Submersíveis Elétricas.
"A identificação dos impactos econômicos, ambientais, sociais e operacionais das atividades dessas unidades produtivas.

","The identification of the economic, environmental, social, and operational impacts of the activities of these production units."
Environmental conditions in Brazilian waters prevent this.,Características ambientais nas águas brasileiras impedem isso.
600000 bbl/day,600000 bbl/dia
"It's seasonally controlled, presenting 90 days and 30 days flushing times for the dry and wet season respectively.","É sazonalmente controlada, apresentando tempos de descarga de 90 dias e 30 dias para a estação seca e chuvosa, respectivamente. "
The capacity reached is between 500 meters to 1200 meters in depth,A capacidade atingida está entre 500 metros a 1200 metros de profundidade
Reduce rig cost and facilitate production,Reduzir o custo da sonda e facilitar a produção
"Its objective is to avoid operational problems related to human and mechanical errors, thus making better decisions with operational efficiency","Tem como objetivo, evitar problemas operacionais, relacionados a erros humanos e mecânicos, dando assim melhores decisões com eficiência operacional"
By integrating ichnological datasets with reservoir characterization studies,A partir da integração de conjunto de dados iconológicos com estudos de caracterização de reservatórios.
Delays to the completion of three large platform,Atrasos na conclusão de três grandes plataformas
The thicknesses ranging from 2000m to 5000 m,Sua espessura que varia de 2.000m a 5.000m
Microchannel reactor technology,"Tecnologia de reator de microcanal

"
"Campos and Santos Basins,",Bacias de Campos e Santos
"Artemia sp., Mysidium gracile, and Vibrio fisheri, Microtox","Artemia sp., Mysidium gracile, e Vibrio fisheri, Microtox"
Because the net CO2 process balance is positive. ,Porque o balanço líquido do processo de CO2 é positivo
"Guaranteed excellent impermeable to most fluids and gases, even under high pressures and the process of self-healing","Excelente impermeabilização garantida à maioria dos fluidos e gases, mesmo sob altas pressões e no processo de autocura "
Petrobras,Petrobras
12-30 billion boe or more.,"De 12 a 30 bilhões de barris de petróleo ou mais,"
1160 meters.,1160 metros.
Increase well productivity,Aumentar a produtividade no poço
"They range from 2200m (approximately 7,200 ft) to 2600 m (approximately 8,500 ft)",Eles estão entre 2200m (aproximadamente 7200 pés) e 2600m (aproximandamente 8500 pés)
Tension Leg Platforms and deep draft vessels are presently the only floaters able to support surface trees.,Plataformas de perna de tensão e navios de grande calado são atualmente as únicas estruturas capazes de suportar árvores terrestres.
SENAI-RS,SENAI-RS
Natural gas and CO2,Gas natural e CO2
2,2
"The quality and the heterogeneity degree of each reservoir zone, the compositional grading of the fluids, the performance of different EOR methods, and the presence of fractures affecting the flow.","A qualidade e o grau de heterogeneidade de cada zona de reservatório, a graduação composicional dos fluidos, o desempenho de diferentes métodos EOR e a presença de fraturas que afetam o fluxo."
Steel Catenary Risers.,"Vem do inglês ""Steel Catenary Risers""."
gold and iron mining,Mineração de ouro e ferro
5-8 billion BoE were discovered,5-8 bilhões de BoE foram descobertos
Climatic oscillations,Oscilações climáticas
The circulation does not vary significantly throughout the year.,A circulação não varia muito ao redor do ano.
Petrobras will invest 3.5 billion in the state of Bahia until 2010 in search of oil,"A Petrobras irá investir 3,5 bilhões no estado da Bahia até 2010 em busca de petróleo"
"A consortium made of Petrobras (operator), Shell, Total, CNOOC (China National Offshore Oil Corporation), CNPC (China National Petroleum Corporation), and PPSA (Pré-Sal Petróleo S.A.).","
Consórcio formado pela Petrobras (operadora), Shell, Total, CNOOC (China National Offshore Oil Corporation), CNPC (China National Petroleum Corporation) e PPSA (Pré-Sal Petróleo S.A.)."
in offshore deep waters ,em águas profundas do mar
The combined data set,O data set combinado
"Incremental, innovative, enabler or even disruptive technologies, supported by a strong commitment to success and the capability and drive for field test new ideas","Tecnologias incrementais, inovadoras, capacitadoras ou mesmo disruptivas, apoiadas por um forte compromisso com o sucesso e a capacidade e o impulso para novas ideias de teste de campo"
Their monitored the changes in concentrations of metal(loid)s in water and sediment and their particulate and dissolved partitioning over time.,"
Eles monitoraram as mudanças nas concentrações de metais na água e nos sedimentos e sua partição particulada e dissolvida ao longo do tempo."
It is located at the central coast of Bahia,Localiza-se no litoral central da Bahia.
The project started in 2013,O projeto começou em 2014
In the 8MLS-67HA-RJS well.,No poço 8MLS-67HA-RJS.
A difference between the 2014 and 2015 results in terms of humidity ,Uma diferença entre os resultados 2014 e 2015 em termos de umidade.
"This program included the construction of 146 offshore support vessels in Brazilian shipyards. With this, the Brazilian government promoted the revitalization of the national shipbuilding industry by introducing this segment in its Growth Acceleration Program (PAC) and decided that shipbuilding should have local content in its production.","Esse programa incluiu a construção de 146 embarcações de apoio offshore em estaleiros brasileiros. Com isso, o governo brasileiro promoveu a revitalização da indústria naval nacional ao inserir esse segmento em seu Programa de Aceleração do Crescimento (PAC) e decidiu que a construção naval deveria ter conteúdo local em sua produção."
in northeast Brazil ,Nordeste do Brazil
It is located in the northern Campos basin offshore Brazil.,"Ele está localizado no norte da bacia de Campos, no litoral do Brasil."
21,21
northern and northeastern coasts of Brazil,"costas norte e nordeste do brasil
"
already technological maturity and applicability to the Pre-salt environment but other methods must rely on some development or methodology adaptation to the specific features of these fields,"já maturidade tecnológica e aplicabilidade ao ambiente do Pré-sal, mas outros métodos devem contar com algum desenvolvimento ou adaptação de metodologia para as especificidades desses campos.
"
Model Predictive Control,Controle preditivo modelo
The decision of the period of parturition and recognition of nursery areas.,A decisão do período de parto e o reconhecimento das áreas de viveiro.
low-temperature environment close to the seafloor,Ambiente de baixa temperatura perto do fundo do mar
the state of Bahia produce 15.5 milion cu m/day,o estado da Bahia produce 15.5 milion cu m/day
"A floating production, storage, and offloading vessel.","Um navio flutuante de produção, armazenamento e descarregamento."
Gas hydrate stability zone.,Zona de estabilidade de hidrato de gás.
high pressure and high temperature,"alta pressão e alta temperatura
"
"Ocean warming and acidification, sea level rise, biological invasions and their interactions with pollution, overfishing, and other stressors factors.","Aquecimento e a acidificação dos oceanos, o aumento do nível do mar, as invasões biológicas e suas interações com a poluição, a sobrepesca e outros agentes estressores."
"Hg, Cu and Pb.","Hg, Cu e Pb."
The distance is 80km.,A distância é de 80km.
"Have been in constant evolution, from the first subsea wells and fixed platforms to latest horizontal wells in deepwater","Têm estado em constante evolução, desde os primeiros poços submarinos e plataformas fixas até os últimos poços horizontais em águas profundas"
The objective of the experimental tests is to analyze the stability in the horizontal plane of the central turret hull,O objetivo dos testes experimentais é analisar a estabilidade no plano horizontal do casco com torre central
Cr.,Cr.
In Campos basin.,Na bacia de Campos.
Mexilhao plataform is the largest fixed production of unit in Brazil,A plataforma Mexilhao é a maior unidade de produção fixa do Brasil
This program included the construction of 146 offshore support vessels in Brazilian shipyards.,Esse programa incluiu a construção de 146 embarcações de apoio offshore em estaleiros brasileiros.
"The most developed, dystrophic and Al-saturated soils.","Os solos mais desenvolvidos, distróficos e saturados de Al."
Generate water-in-oil (WiO) and oil-in-water (OiW) emulsions,Gerar emulsões água-no-petróleo e petróleo na água
The use of potentially hazardous materials and operation under progressively hostile environments.,O uso de materiais potencialmente perigosos e operação em ambientes progressivamente hostis.
Because it can prevent accidents that may cause huge environmental disasters.,Porque isso pode prevenir acidentes que podem causar grandes desastres ambientais.
increase in the influence of the tide on the system and changes to its asymmetry.,Aumento da influencia de marés no seu sistema e mudanças a sua assimetria
Transfer of Rights Agreement,Acordo de transferência de direitos
It is a pioneer conception and a cost-effective production system.,Concepção pioneira e sistema de produção de baixo custo.
It`s an acoustic recorder.,É um gravador acústico.
This interaction can form a drift and moat contourite depositional pattern.,Essa interação pode formar uma deriva e um padrão de deposição de contorno de fosso.
"Cuts off tidal exchanges with the ocean, resulting in prolonged periods of lagoonal conditions during which salinity and temperature stratification may develop","Corta a troca de marés com o oceano, resultando em períodos prolongados de condições lagunares durante o qual salinidade e estratificação da temperatura poderiam desenvolver"
2.200 km,2.200 km
"It's a complete turnkey service, consisting of all equipment, maintenance, licenses, fiber connectivity, training, and 24 hour help line necessary to deliver raw uncompressed marine 3-D seismic data to a land processing center located anywhere in the world, whose autonomy requires little or no human intervention","É um serviço completamente inovador, composto por todos os equipamentos, manutenção, licenças, conectividade de fibras, treinamento e suporte 24 horas necessária para fornecer dados sísmicos marinhos 3D brutos e não comprimidos para um centro de processamento terrestre localizado em qualquer lugar do mundo, cuja autonomia exige pouca ou nenhuma intervenção humana."
Fine-grained sediments.,Sedimentos de granulação fina.
"20,000 b/d of oil","20,000 b/d de óleo"
Careful hydrodynamic analysis,Análise hidrodinâmica cuidadosa
Petrobras is assessing the potential of the Santos basin presalt reservoirs offshore Brazil. ,A Petrobras está avaliando o potencial dos reservatórios do pré-sal da Bacia de Santos na costa do Brasil.
A new concept for steel jackets using vertical external skirt piles.,Um novo conceito para jaquetas de aço com estacas-guia externas verticais.
"Syn-rift, transitional and drift.","Syn-rift, transicional e drift."
"People, process, and technology,","Pessoas, processo e tecnologia,"
Road modal,Modal rodoviário
300km offshore.,300 km da costa.
Full-scale pressurized spooling.,Enrolamento pressurizado em escala real.
20% of all Brazilian oil production.,20% de todas a produção brasileira de petróleo.
Research in the area of ​​hydrophone development.,Pesquisas na área de desenvolvimento de hidrofones.
It was an average of 1.2 million bpd of oil and GLN.,"Foi em média de 1,2 milhão de bpd de óleo e GLN."
Because the set of equipment needed for on-board estimation is simplified. ,Porque o conjunto de equipamentos necessários para estimativas on-board é simplificado.
That these pockmark patterns are linked to stages in the development of underlying diapirs and their related faults.,Que esses padrões de pockmark estão ligados aos estágios de desenvolvimento de diapirs subjacentes e suas falhas relacionadas
Strontium.,Estrôncio.
"Because it is a reliable, fast an economic way to increase the well productivity index in complex geology carbonate reservoirs.","Por ser uma maneira confiável, rápida e econômica de aumentar o índice de produtividade de poços em reservatórios carbonáticos de geologia complexa."
Is of strategic importance for the hydrocarbon industry since it represents the onshore portion of larger offshore basins of Northern Brazil,"É de importância estratégica para a indústria de hidrocarbonetos, pois representa a porção em terra das maiores bacias no mar do Norte do Brasil"
Volcanic-faulting model and the volcanic-loading model.,Modelo de falha vulcânica e o modelo de carregamento vulcânico.
The greenhouse effect and resulting increase in the Earth's temperature may accelerate the mean sea-level rise.,O efeito estufa e o consequente aumento da temperatura da Terra podem acelerar o aumento médio do nível do mar .
"Heavy oil, offshore, onshore, brown, and green fields.","Campos de petróleo pesado, offshore, onshore, marrons e verdes."
Petrobras ,Petrobras 
"No, in a newly discovered oil block, it is necessary to obtain data of its pressure.","Não, em um bloco de óleo recentemente descoberto, é necessário obter  dados de sua pressão."
Adopting the curved jetties to transpose the Port of Santos’ maritime bar.,Adoção dos molhes curvos para transpor a barra marítima do Porto de Santos.
The top bidders include a consortium between Santa Fe Snyderand Construtora Norberto Odebrecht.,Entre os principais concorrentes estava o consórcio entre a Santa Fe Snyder e a Construtora Norberto Odebrecht.
The deepwater E&P technology.,Tecnologia E&P em águas profundas.
Through synthetic seismic measurements and dataset comparation.,Através de medições sintéticas sísmicas e comparação de dados.
"The ratification of the Constitution of the Federative Republic of Brazil in 1988, and the ratification of the country to the United Nations Convention on the Law of the Sea in 1994.",A ratificação da Constituição da República Federativa do Brasil em 1988 e a ratificação do país à Convenção das Nações Unidas sobre o Direito do Mar em 1994. 
"It was located at Carapeba Field, Campos Basin, Brazil.","Estava localizado no Campo de Carapeba, Bacia de Campos, Brasil."
Until mid 2006.,Até meados de 2006.
In 1996.,Em 1996.
The real properties of lines and seafloor bathymetry of platform mooring system models.,As propriedades reais das linhas e a batimetria do fundo do mar de modelos de sistemas de ancoragem de plataformas.
Salt evaporation tanks.,Tanques de evaporação de sal.
Redução no tempo de operações de mergulho.,Reduction in diving operations time. 
"Climate changes, dam building, deforestation, pollution, overfishing, tourism and aquaculture","Mudanças climáticas, construção de barragens, desmatamento, poluição, pesca excessiva, turismo and aquicultura"
"The increase of test abnormalities, corrosion and dwarfism.","O aumento de anormalidades nos testes, corrosão e nanismo."
"A dry tree solution for deepwater floaters, which allows the operators to drill, complete and workover the well directly from the same hosting unit","Um solução ""dry tree"" para navios de exploração de águas profundos, que permitem ao operador fazer a perfuração e manejo do poço diretamente da mesma unidade."
lack of uniformity and inefficient enforcement,falta de uniformidade e fiscalização ineficiente
In a sandstone reservoir model in Bacia de Campos. ,Em um modelo de reservatório de arenito na Bacia de Campos.
The eddy covariance (EC) method .,"O método da covariância turbulenta (EC). 
"
"Surface water pH, salinity, electrical conductivity and temperature were simultaneously analyzed.","Foram analisados simultaneamente o pH da água superficial, salinidade, condutividade elétrica e temperatura."
They may present significant wave induced resonant motions in heave.,Eles podem apresentar movimentos ressonantes induzidos por ondas significativas na elevação.
"They have fluids with a high gas-oil ratio (GOR) and CO2 content, as well as a high productivity index (PI) such as those found in the Brazilian pre-salt area.","Apresentam fluidos com alta relação gás-óleo (GOR) e conteúdo de CO2, como também alto índice de produtividade (IP) como os encontrados na área do pré-sal brasileiro."
Quality and safety are the most important aspects of this mode of transport,Qualidade e segurança são os aspectos mais importantes desse meio de transporte
No.,Não.
At the São Sebastião channel.,No canal de São Sebastião
A program developed by Petrobras focused on technological innovation of deepwater exploitation systems.,Um programa desenvolvido pela Petrobras focado em inovação tecnológica em sistemas de exploração de águas profundas 
Over $1.2 billion.,Mais de $1.2 bilhão.
"The description of the post-marsupial stages of the species, the relationship between the length of the female and the amount of eggs of the “ovisacs” and the seasonal distribution of the sexes of the species. ","A descrição de estágios pós-marsupiais da espécia, a relação entre o comprimento da fêmea e a quantidade de ovos dos “ovisacs” e a distribuição sazonal dos sexos da espécie. "
Campos Basin,Campos Basin
The discovery was announced in 2006,A descoberta foi anunciada em 2006
"These are the terminals at Baía de Guanabara, in Rio de Janeiro, and at the port of Pecém, in Ceará. ","São os terminais da Baía de Guanabara, no Rio de Janeiro, e do porto de Pecém, no Ceará."
In 1977.,Em 1977.
"30,000 bpd of oil process plant capacity, a gas injection plant with 3.6 million cu m/day of compression capacity, and 300,000 bbl of oil storage capacity.","Capacidade de processar 30000 bpd (barris por dia), uma instalação de injeção de gás com capacidade de compressão de 3,6 milhões de metros cúbicos por dia, e armazenamento de até 300000 barris de óleo."
87 million cubic ft/day.,87 milhões de pés cúbicos/dia.
October/1994,Outubro de 1994
High concentrations of H2S and CO2,Alta concentração de H2s e CO2
1800 meters.,1800 metros.
Cabo Frio has a seasonal marine upwelling and a rich Holocene shell landscape. ,Cabo Frio possui uma ressurgência marinha sazonal e uma rica paisagem de conchas do Holoceno.
The increase of the intensity of the baroclinic waves,O aumento na intensidade das ondas baroclínicas
"The Pirataba and Faxinal forests expanded because of the high temperatures, increase in regional rainfall and improved soil conditions.","As florestas Pirataba e Faxinal expandiram devia a altas temperaturas, aumento nas chuvas regionais e condições melhores do solo."
In deepwater offshore Brazil.,Em águas profundas do alto mar do Brasil
"Pressure, temperature under specific conditions (flow and build-up periods) as well as pressure-compensated fluid samples and produced volume across time. ","Pressão, temperatura dentro de condições específicas, bem como amostras com pressão compensada e volume produzido ao longo do tempo."
Rifting paleotectonics,Rachadura paleotectônica 
"A set of case studies of three typical types of convective systems occurring in Amazonia-i.e., locally occurring systems, coastal-occurring systems and basin-occurring systems.","Um conjunto de estudos de caso de três tipos típicos de sistemas convectivos que ocorrem na Amazônia: sistemas de ocorrência local, sistemas de ocorrência costeira e sistemas de ocorrências em bacias. "
Because of the lack of transport capacity of the fuel.,Por causa da falta de capacidade de transporte de combustível.
"SCC is a condition that induces cracks in the pipes metallic layers and need three elements to happen: water, stress and susceptible material","O SCC é uma condição que induz rachaduras nas camadas metálicas dos canos e precisa de três elementos para acontecer: água, estresse e material suscetível"
It's a subsea multiphase-flow pumping system,É um sistema de bombeamento multifásico submarino.
Because of their high preservation in the sediment and quick responses to environmental changes,Por causa das suas altas preservações no sedimento e respostas rápidas às mudanças ambientais.
"The number of platform, rigs and drilling ships",O número de plataformas e barcos de perfuração.
"Provide acquisition, archiving, quality control and distribution systems developed and automated in the database.","Prover sistemas de aquisição, arquivamento, controle de qualidade e distribuição desenvolvidos e automatizados no banco de dados."
Cabo Frio .,Cabo Frio .
 2.200 km from the Sergipe Basin in the northeast to the Santos Basin in the southwest. ,2.200 km da bacia de sergipe até o noroeste da bacia de santos no sudoeste
The presence of flat tops as observed in the volcanic banks and seamounts along the Vitória-Trindade volcanic chain indicate abrasion of much higher volcanic edifices that now form the isolated islands in the Trindade-Martin Vaz Archipelago. ,A presença de topo plano observados nos bancos vulcanicos e nos montes oceanicos ao longo da corrente vulcanica de Vitoria-Trinidade indica abrasão muito maior que edificios vulcanicos que agora formam as ilhas isoladas do arquipelogo Trinidade-Martin Vaz 
"Shell, Petrobras and ONGC.","Shell, Petrobras e ONGC."
it contributes with zonation and it provides alternatives to decision-makers who manage these areas,Contribui com a zonação e fornece alternativas para tomadores de decisão que gerenciam essas áreas.
The net avoidance or natural variation.,A evitação líquida ou variação natural.
Because it is a revised number.,Porque o número passou por uma revisão.
Petrobras Heavy Oil Technological Program - PROPES,Programa Tecnológico de Óleos Pesados - PROPES
It results in a decrease of estuarine mean sediment particle size and concurrent changes in macrofaunal benthic assemblages during the driest months.,Resulta na diminuição do tamanho médio de partículas do sedimento  estuarino e mudanças simultâneas nas assembleias bentônicas da manufatura durante os meses mais secos. 
Velocys,Velocys
"Multiple health issues, mutagenic damage to bone marrow blood cells and behavioral and morphological alterations.","Múltiplos problemas de saúde, danos mutagênicos nas células sanguíneas da medula óssea e mudanças comportamentais e morfológicas."
The Campos basin is the most productive oil province in Brazil.,A bacia de Campos é a província petrolífera mais produtiva do Brasil.
To convert pressure and formation signals into curves that are transferred to Company via WIFI or mobile 2G/3G/4G webs,Para converter a pressão e os sinais de formação em curvas que são transmitidas para a empresa via WIFI ou redes móveis 2G/3G/4G
"inequality, with different perceptions, response, or adaptation modes to climate hazards","Desigualdade, com diferentes percepções, respostas, ou adaptação de modos aos perigos climaticos. "
The total accumulations range from 115 billion to over 288 billion barrels,O total acumulado varia de 115 bilhões até 288 bilhões de barris
Global's pipelay barge Iroquois.,Barcaça pipelay Iroquois da Global.
The fluids have a variable CO2 content.,Os fluidos contém um nível de CO2 variável. 
"The area that was contaminated is known as point 0, which lies between the spill and the Barigüi River.","A área que foi contaminada é conhecida como ponto 0, que fica entre o derramamento e o Rio Barigüi."
Landsat-5/TM (Thematic Mapper) and Radarsat-1 data,Landsat-5/TM (Mapeador Temático) e dados Radarsat-1 
The fleed of marine support with the construction of 146 offshore support vessels in Brazilian shipyards.,"A frota de apoio marítimo, com a construção de 146 embarcações de apoio marítimo em estaleiros brasileiros."
"Characteristics such as motion effects, footprint, robustness, operational flexibility and asiness, safety, maintenance and availability.","Características como efeitos de movimento, pegada, robustez, flexibilidade operacional e asiness, segurança, manutenção e disponibilidade."
lack of uniformity and inefficient enforcement,falta de uniformidade e fiscalização ineficiente 
Four separate source rock systems were identified,Foram identificados quatro sistemas de rochas-base
"The bit records, drilling parameters and UCS analysis of the section","Os registros de broca, parâmetros de perfuração e a análise UCS da seção."
Marine mollusk shells are frequently used for radiocarbon dating and can represent a valuable tool in the study of the marine reservoir effect (MRE).,As conchas de moluscos marinhos são frequentemente utilizadas para datação por radiocarbono e podem representar uma ferramenta valiosa no estudo do efeito do reservatório marinho (MRE). 
"The coastal areas in northeastern Brazil. Multiple health issues, like mutagenic damage to bone marrow blood cells and behavioral and morphological alterations.","As áreas costeiras do nordeste brasileiro. Vários problemas de saúde, como dano mutagênico à células sanguíneas da medula óssea, além de alterações comportamentais e morfológicas."
"the habitat use, size structure and sex ratio of the species on Algodoal-Maiandeua Island","o uso do habitat, tamanho da estrutura e a proporção sexual das espécies na Ilha de Algodoal-Maiandeua"
To the settlement of a sandbank at the bay mouth,Para o assentamento de um banco de areia na foz da baia
"Because it was the only proven technology that could support the high vibration, produced by the 7'' tubing wells, and high temperature","Pois era a única tecnologia comprovada que poderia suportar a alta vibração, produzida pelos poços tubulares de 7 '', e alta temperatura"
"In this study, muscle, gills, and liver from 11 Mugil liza individuals from the highly urbanized Guanabara Bay (Rio de Janeiro, Brazil) were analysed.","Neste estudo, músculos, brânquias e fígado de 11 indivíduos Mugil liza da altamente urbanizada Baía de Guanabara (Rio de Janeiro, Brasil) foram analisados."
"The samples of tailings were collected before the dam failure, during the dam failure and after it, and eight samples were collected at all.","As amostras de rejeito foram coletadas antes do rompimento da barragem, no dia do rompimento e após o rompimento, e foram coletadas 8 amostras ao todo."
Controlled pressurization of the flowline and the application of associated vibration and pressurization.,A pressurização controlada da linha de fluxo e a aplicação de vibração e pressurização associadas.
Using acoustic patterns variation.,Usando variação de padrões acústicos.
Between 200 and 500 mg HC/g.,Entre 200 e 500 mg HC / g.
"Three distinct levels of physical support and behavior of the coastal processes are considered. The first-order attributes are structural, and their characteristics are broad; the second-order ones are transitional between structural and dynamic and, the third-order attributes are dynamic, with specific characteristics.","são considerados três níveis distintos de suporte físico e comportamento dos processos costeiros. Os atributos de primeira ordem são estruturais e suas características são amplas; os de segunda ordem são transicionais entre estruturais e dinâmicos e os de terceira ordem são dinâmicos, com características específicas."
Lesions in the gastrointestinal tract.,Lesões no trato gastrointestinal.
In September and January.,Nos meses de setembro e janeiro.
The development of the subsalt oil reserves.,O desenvolvimento das reservas de petróleo do pré-sal.
The facility constraints and its effects are neglected,As restrições da instalação e seus efeitos são negligenciados 
That it could be calculated from at least 18.6 years of tide gauge observations.,Que isso poderia ser calculado por pelo menos 18.6 anos de observações do medidor de maré.
Relative sea-level change and shoreline trajectory.,Mudança relativa do nível do mar e trajetória da costa.
"Satellite images, degradation and slow recovery of impacted areas and economical losses.","Imagens de satélite, degradação e lenta recuperação das áreas impactadas e perdas econômicas."
"This study aims to investigate the extended-range predictability of the HYCOM + RODAS System over the western South Atlantic by using its analyses as initial condition for 48 hindcasts, each covering 30 days. ",Esse estudo busca investigar a previsibilidade de alcance-estendido do Sistema HYCOM + RODAS sobre o oeste do Atlântico Sul usando sua análise como uma condição inicial por 48 testes. Cada um cobrindo 30 dias.
The main objective of all this work is to set the basis for the economical development of the significant volumes of heavy oil already discovered offshore Brazil.,O objetivo principal é estabelecer as bases para o desenvolvimento econômico de volumes significantes de óleo pesado já descobertos no mar brasileiro.
"The Brazilian Northeast Continental Shelf harbours a variety of geohabitats, including coral and algal reefs, beachrocks, mesophotic reefs, canyons, and paleochannels.","A Plataforma Continental do Nordeste Brasileiro abriga uma variedade de geohabitats, incluindo recifes de coral e algas, beachrocks, recifes mesofóticos, cânions e paleocanais."
"Wind, current and sea waves","Vento, correnteza e ondas do mar"
To coordinate issues that would lead to a national policy for the coastal region of Brazil,Coordenar questões que levariam à política nacional para a região costeira do Brasil
The response was divided amongst 2 operational strategies and included - avion fauna and cetaceans.,A resposta foi dividida entre duas estratégias operacionais e incluíam: avion fauna e cetáceos.
Doce river basin ,Bacia do Rio Doce.
Five stations,Cinco estações
Petrobras,Petrobras
340000 squared meters,340000 metros quadrados
High and low-activity clay minerals combined with gibbsite and unstable primary minerals.,Minerais de argila de alta e baixa atividades combinados com gibbsita e minerais primários instáveis..
The results have provided PETROBRAS with knowledge to optimize emergency response procedures and subsequent clean-up efforts.,Os resultados agregaram à PETROBRAS conhecimento para otimizar os procedimentos de atendimento a emergências e os esforços de limpeza subsequentes.
"Can help reduce capital and operating expenses, shorten project development cycles, and decrease offshore manpower requirements. ","Pode ajudar a reduzir despesas operacionais e de capital, encurtar os ciclos de desenvolvimento de projetos e diminuir os requisitos de mão de obra offshore. "
